Index,Review,Cleaned_Review,Cleaned_Name,Severity,Urgency,Customer_Satisfaction,Review_Days,Response_Days,Predicted_Category,Probabilities,Mapped_Category,Hygiene,Food Quality,Atmosphere,Value for Money,Service Issue,Positive Review,Food Options,Review_Date
62,"I was been to ABs many times but i haven't seen such an unprofessional servicing staff who doesn't have common sense. Staff are refusing to make customisation of starters, service is too late, repeatly they are asking us that, Are you done …",abs many times havent seen unprofessional servicing staff doesnt common sense staff refusing make customisation starters service late repeatly asking us done,balu king,Medium,Non-Urgent,High Satisfaction,365,365,['Poor customer service or staff behavior'],[0.9955586791038513],['Service Issue'],0,0,0,0,1,0,0,07-11-2023
63,Really bad quality food . Bad service . Bad hygiene of waiter . Very crowded and suffocating,really bad quality food bad service bad hygiene waiter crowded suffocating,chandra bhanu,High,Urgent,High Satisfaction,730,730,"['Poor customer service or staff behavior', 'Quality, taste, or freshness issues with food', 'Ambiance, noise levels, or atmosphere concerns']","[0.9923279285430908, 0.9823565483093262, 0.9149276614189148]","['Service Issue', 'Food Quality', 'Atmosphere']",0,1,1,0,1,0,0,07-11-2022
64,"Ordered geniebox and received stale Biriyani that started smelling bad in a few minutes after opening, though never had such bad experience when we visited the restaurant.",ordered geniebox received stale biriyani started smelling bad minutes opening though never bad experience visited restaurant,arthi sivakumar,High,Urgent,High Satisfaction,270,270,"['Quality, taste, or freshness issues with food', 'Poor customer service or staff behavior', 'Cleanliness or hygiene issues', 'Concerns about pricing and value']","[0.9938042163848877, 0.9671356081962585, 0.9614202380180359, 0.8018442988395691]","['Food Quality', 'Service Issue', 'Hygiene', 'Value for Money']",1,1,0,1,1,0,0,10-02-2024
65,"The restaurant lost its food quality and service, its my 4th time visiting this Restaurant AB Gachibowli, earlier the service and food was really great but now its the worst, I called at least 10 times to the service person to serve fish, …",restaurant lost food quality service th time visiting restaurant ab gachibowli earlier service food really great worst called least times service person serve fish,sourav saha,High,Urgent,High Satisfaction,365,365,"['Poor customer service or staff behavior', 'Quality, taste, or freshness issues with food']","[0.9877538084983826, 0.987482488155365]","['Service Issue', 'Food Quality']",0,1,0,0,1,0,0,07-11-2023
66,Waste of going here. The food tastes worse. I recommend not to go here and don't waste your money. We are very disappointed with the food and service. Here there is a time restriction that you hangout within an hour. Sohal is the manager it …,waste going food tastes worse recommend go dont waste money disappointed food service time restriction hangout within hour sohal manager,akshay gutala,High,Urgent,No Response,730,-1,"['Quality, taste, or freshness issues with food', 'Poor customer service or staff behavior', 'Concerns about pricing and value', 'Limited food options or menu variety']","[0.9974777102470398, 0.9938235878944397, 0.9808596968650818, 0.9414968490600586]","['Food Quality', 'Service Issue', 'Value for Money', 'Food Options']",0,1,0,1,1,0,1,07-11-2022
67,"We went for  friend get-together Saturday lunch and I can't stop myself from writting this review. This was one of the worst buffet 😫 I ever had in Hyderabad. No taste in any of the food items, whether starter or main course.  I even told …",went friend gettogether saturday lunch cant stop writting review one worst buffet ever hyderabad taste food items whether starter main course even told,santosh kumar,High,Urgent,High Satisfaction,365,365,"['Limited food options or menu variety', 'Quality, taste, or freshness issues with food']","[0.9885878562927246, 0.9868293404579163]","['Food Options', 'Food Quality']",0,1,0,0,0,0,1,07-11-2023
68,"pathetic service, poor quality and rude behaviour from staff, not a deserving place.",pathetic service poor quality rude behaviour staff deserving place,ramana reddy,High,Urgent,High Satisfaction,730,730,['Poor customer service or staff behavior'],[0.9976854920387268],['Service Issue'],0,0,0,0,1,0,0,07-11-2022
69,"Worst experience

They just asked us to wait for 5 min at 12:10 pm and after 12:15 they were …",worst experience asked us wait min pm,mukundha reddy,High,Urgent,No Response,730,-1,"['Poor customer service or staff behavior', 'Ambiance, noise levels, or atmosphere concerns', 'Quality, taste, or freshness issues with food', 'Cleanliness or hygiene issues']","[0.9967370629310608, 0.9157630801200867, 0.8463189601898193, 0.7780629396438599]","['Service Issue', 'Atmosphere', 'Food Quality', 'Hygiene']",1,1,1,0,1,0,0,07-11-2022
70,"Felt like I was in fish market. People shouting and dancing like we are on streets. Food is not satisfactory.
Families might feel uncomfortable with the streets kind atmosphere.",felt like fish market people shouting dancing like streets food satisfactory families might feel uncomfortable streets kind atmosphere,siva bejawada,Medium,Non-Urgent,High Satisfaction,365,365,"['Ambiance, noise levels, or atmosphere concerns', 'Quality, taste, or freshness issues with food', 'Poor customer service or staff behavior', 'Limited food options or menu variety', 'Concerns about pricing and value']","[0.9965142011642456, 0.9760783314704895, 0.9470203518867493, 0.9221991300582886, 0.7574402093887329]","['Atmosphere', 'Food Quality', 'Service Issue', 'Food Options', 'Value for Money']",0,1,1,1,1,0,1,07-11-2023
71,Service was the worst . Complete delay in service .Even for water we were forced to Ask 6-7 times .Half of the starters were not served until unless we ask them . Starters were almost completely burnt.Have requested to change it Multiple …,service worst complete delay service even water forced ask times half starters served unless ask starters almost completely burnthave requested change multiple,sravan kumar,High,Urgent,High Satisfaction,730,730,"['Poor customer service or staff behavior', 'Quality, taste, or freshness issues with food']","[0.9976369738578796, 0.758993923664093]","['Service Issue', 'Food Quality']",0,1,0,0,1,0,0,07-11-2022
72,"Four of us went to dine in at noon and the experience was the worst with food, service and the seat to sit. We were sweating like anything, had to call someone for food, as we were just sitting there with no barbeque serving for big …",four us went dine noon experience worst food service seat sit sweating like anything call someone food sitting barbeque serving big,ankur jain,High,Urgent,High Satisfaction,365,365,"['Poor customer service or staff behavior', 'Limited food options or menu variety']","[0.9917445182800293, 0.8874401450157166]","['Service Issue', 'Food Options']",0,0,0,0,1,0,1,07-11-2023
73,"Everything is worst here. No proper service, no AC, no pleasant atmosphere. On top of all these, food is not all hygiene/tasty. Being buffet we expect number of varieties but there are not many, in fact very limited. Also they never …",everything worst proper service ac pleasant atmosphere top food hygienetasty buffet expect number varieties many fact limited also never,gupta tumpudi,Low,Non-Urgent,No Response,730,-1,"['Limited food options or menu variety', 'Quality, taste, or freshness issues with food', 'Ambiance, noise levels, or atmosphere concerns', 'Poor customer service or staff behavior']","[0.9980424046516418, 0.9908674955368042, 0.9894100427627563, 0.9785686731338501]","['Food Options', 'Food Quality', 'Atmosphere', 'Service Issue']",0,1,1,0,1,0,1,07-11-2022
74,This was the most terrible experience I ever had in any restaurant. It's a big faceoff moment as I went along with my team. …,terrible experience ever restaurant big faceoff moment went along team,harish vijayendra,High,Urgent,High Satisfaction,365,365,"['Poor customer service or staff behavior', 'Quality, taste, or freshness issues with food']","[0.9630923271179199, 0.8325106501579285]","['Service Issue', 'Food Quality']",0,1,0,0,1,0,0,07-11-2023
75,"Had a bad experience, we booked table one day before, we went 30 mins before even we waited for 1 hour
While serving also, no one responded.. …",bad experience booked table one day went mins even waited hour serving also one responded,purna ankani,High,Urgent,High Satisfaction,365,365,"['Poor customer service or staff behavior', 'Concerns about pricing and value']","[0.9918423295021057, 0.7654545903205872]","['Service Issue', 'Value for Money']",0,0,0,1,1,0,0,07-11-2023
76,"WORST EXPERIENCE, I had yesterday at AB’s Gachibowli. We had planned for team lunch and ABs team were not able to serve properly. They are unable to handle 60 + people altogether. Since we already booked tables for our team. And while …",worst experience yesterday abs gachibowli planned team lunch abs team able serve properly unable handle people altogether since already booked tables team,astha mahajan,High,Urgent,High Satisfaction,730,730,['Poor customer service or staff behavior'],[0.995151162147522],['Service Issue'],0,0,0,0,1,0,0,07-11-2022
77,"Long review, please read patiently if you want to know how 3Bs operates.

Only two words to describe the experience, absolutely pathetic! …",long review please read patiently want know bs operates two words describe experience absolutely pathetic,dilip kumar,High,Urgent,No Response,730,-1,['Poor customer service or staff behavior'],[0.8787808418273926],['Service Issue'],0,0,0,0,1,0,0,07-11-2022
78,The worst experience one can ever have. It happened not just once but multiple times. The staff is very rude and even after having reservation they give your table to someone else. We had booked for 7pm and had confirmed the reservation …,worst experience one ever happened multiple times staff rude even reservation give table someone else booked pm confirmed reservation,akanksha gupta,High,Urgent,No Response,730,-1,['Poor customer service or staff behavior'],[0.9951679110527039],['Service Issue'],0,0,0,0,1,0,0,07-11-2022
79,"Not up to the mark, ambience is good but the tables and dining area is not hygienic. Very crowdy even on Mondays. The air conditioning is not working I guess. It is very hot and suffocating. The main course is very good with various options. I recommend don't choose live counter. The desserts and starters are ok ok.",mark ambience good tables dining area hygienic crowdy even mondays air conditioning working guess hot suffocating main course good various options recommend dont choose live counter desserts starters ok ok,jithender reddy,Low,Non-Urgent,High Satisfaction,730,730,"['Cleanliness or hygiene issues', 'Quality, taste, or freshness issues with food']","[0.993888795375824, 0.8702741861343384]","['Hygiene', 'Food Quality']",1,1,0,0,0,0,0,07-11-2022
